q_id,doc_id,Gender,NumSeasons,AvgPER,CareerPoints
1,161,0,15,20.29,13467
1,162,0,10,18.83,13447
1,163,0,19,13.67,13409
1,164,0,16,17.21,13398
1,165,0,11,16.35,13383
1,166,0,21,13.21,13346
1,167,0,17,14.12,13305
1,168,0,14,15.7,13262
1,169,0,20,14.54,13248
1,170,0,16,14.73,13245
1,171,0,22,14.83,13160
1,172,0,15,10.24,13118
1,173,0,13,14.15,13098
1,174,0,11,13.85,13092
1,175,0,8,23.3,13088
1,176,0,17,16.68,13066
1,177,0,12,15.44,13017
1,178,0,17,15.49,12996
1,179,0,17,16.06,12984
1,180,0,14,15.28,12929
1,181,0,18,13.87,12928
1,182,0,15,15.88,12884
1,183,0,12,17.84,12871
1,184,0,22,11.5,12859
1,185,0,15,13.3,12836
1,186,0,12,17.91,12809
1,187,0,10,15.32,12803
1,188,0,14,13.95,12785
1,189,0,14,15.84,12781
1,190,0,16,12.76,12769
1,191,0,15,13,12759
1,192,0,13,15.71,12683
1,193,0,15,13.75,12651
1,194,0,15,13.09,12633
1,195,0,16,14.48,12568
1,196,0,12,14.67,12544
1,197,0,17,14.54,12535
1,198,0,12,12.98,12532
1,199,0,11,15.06,12507
1,200,0,16,12.79,12503
1,201,0,13,14.94,12466
1,202,0,17,11.42,12405
1,203,0,10,14.02,12391
1,204,0,15,14.57,12369
1,205,0,15,12.46,12349
1,206,0,10,18.15,12287
1,207,0,9,22.99,12250
1,208,0,15,14.16,12242
1,209,0,9,17.73,12194
1,210,0,10,17.74,12183
1,211,0,13,16.91,12157
1,212,0,19,11.46,12118
1,213,0,13,16.8,12081
1,214,0,10,14.99,12065
1,215,0,15,15.93,11995
1,216,0,24,11.77,11988
1,217,0,19,13.2,11984
1,218,0,12,16.54,11972
1,219,0,13,15.99,11962
1,220,0,11,20.72,11947
1,221,0,17,13.05,11899
1,222,0,21,13.96,11884
1,223,0,18,15.14,11846
1,224,0,17,14.21,11825
1,225,0,16,13.39,11782
1,226,0,13,10.18,11736
1,227,0,23,15.66,11722
1,228,0,14,18.99,11659
1,229,0,22,13.53,11627
1,230,0,17,16.21,11599
1,231,0,18,17.51,11587
1,232,0,13,14.34,11529
1,233,0,12,16.17,11500
1,234,0,17,14.84,11480
1,235,0,11,15.21,11456
1,236,0,8,16.98,11456
1,237,0,14,17.31,11446
1,238,0,14,15.56,11422
1,239,0,19,11.63,11386
1,240,0,16,14.63,11383
1,241,0,17,17.09,11361
1,242,0,11,15.48,11356
1,243,0,14,13.98,11310
1,244,0,13,15.88,11274
1,245,0,20,13.69,11271
1,246,0,21,12.92,11268
1,247,0,8,19.38,11264
1,248,0,22,10.77,11238
1,249,0,16,12.33,11147
1,250,0,12,16.51,11136
1,251,0,11,14.05,11101
1,252,0,11,13.69,11084
1,253,0,13,16.71,11064
1,254,0,12,18.51,10989
1,255,0,13,17.77,10976
1,256,0,17,13.03,10953
1,257,0,15,13.87,10928
1,258,0,14,13.25,10925
1,259,0,14,15.71,10898
1,260,0,15,11.25,10862
1,261,0,16,13.89,10829
1,262,0,14,12.84,10818
1,263,0,11,14.85,10772
1,264,0,13,17.61,10746
1,265,0,13,13.61,10737
1,266,0,12,12.49,10681
1,267,0,12,15.02,10667
1,268,0,15,13.86,10640
1,269,0,13,15.75,10624
1,270,0,9,21.38,10593
1,271,0,18,12.52,10576
1,272,0,12,13.13,10544
1,273,0,9,14.96,10537
1,274,0,13,15.05,10513
1,275,0,13,19.22,10495
1,276,0,24,12.2,10493
1,277,0,17,11.38,10468
1,278,0,15,13.21,10464
1,279,0,9,21.57,10444
1,280,0,11,16.95,10433
1,281,0,13,16.28,10429
1,282,0,18,14.09,10399
1,283,0,8,18.7,10389
1,284,0,12,12.27,10327
1,285,0,13,16.91,10283
1,286,0,9,20.37,10272
1,287,0,15,12.97,10266
1,288,0,12,12.54,10257
1,289,0,17,17.55,10219
1,290,0,16,13.99,10216
1,291,0,19,17.09,10200
1,292,0,12,14.14,10193
1,293,0,9,17.16,10162
1,294,0,12,14.23,10127
1,295,0,12,14.73,10125
1,296,0,18,13.53,10125
1,297,0,7,22.74,10117
1,298,0,21,17.21,10105
1,299,0,22,13.61,10058
1,300,0,10,17.3,10050
1,301,0,8,23.19,10023
1,302,0,14,13.02,10001
1,303,0,17,12.73,9965
1,304,0,11,14.55,9953
1,305,0,12,14.7,9948
1,306,0,10,16.15,9944
1,307,0,15,13.77,9870
1,308,0,19,12,9832
1,309,0,23,9.41,9830
1,310,0,22,11.61,9777
1,311,0,6,15.67,9732
1,312,0,15,15.59,9698
1,313,0,12,13.71,9675
1,314,0,13,13.82,9656
1,315,0,16,14.14,9623
1,316,0,17,13.84,9603
1,317,0,8,20.77,9538
1,318,0,15,10.95,9475
1,319,0,13,17.19,9431
1,320,0,7,19.53,9419
1,321,0,20,12.8,9416
1,322,0,10,19.5,9406
1,323,0,12,13.5,9348
1,324,0,15,13.66,9325
1,325,0,13,14.33,9314
1,326,0,13,13.27,9305
1,327,0,8,22.85,9247
1,328,0,26,12.21,9240
1,329,0,10,19.11,9240
1,330,0,9,16.31,9232
1,331,0,10,12.04,9217
1,332,0,14,12.25,9216
1,333,0,18,12.44,9204
1,334,0,13,12.72,9192
1,335,0,16,13.97,9161
1,336,0,8,17.15,9155
1,337,0,16,15.28,9149
1,338,0,16,15.01,9119
1,339,0,8,16.46,9107
1,340,0,10,15.85,9059
1,341,0,12,11.48,9054
1,342,0,10,13.89,9014
1,343,0,9,15.81,9012
1,344,0,16,15.99,9002
1,345,0,18,14.56,8990
1,346,0,9,14.3,8953
1,347,0,16,14.24,8905
1,348,0,14,15.86,8901
1,349,0,10,15.85,8882
1,350,0,18,9.31,8880
1,351,0,5,20.4,8880
1,352,0,12,14.57,8879
1,353,0,6,16.45,8854
1,354,0,10,13.84,8815
1,355,0,16,12.96,8794
1,356,0,8,18.75,8769
1,357,0,12,13.62,8767
1,358,0,13,10.93,8766
1,359,0,10,13.51,8759
1,360,0,9,14.84,8743
1,361,0,16,10.54,8743
1,362,0,9,13.47,8736
1,363,0,11,12.05,8729
1,364,0,10,13.25,8717
1,365,0,15,15.23,8705
1,366,0,14,15.66,8695
1,367,0,16,15.69,8657
1,368,0,12,14.62,8637
1,369,0,13,12.19,8636
1,370,0,12,13.99,8622
1,371,0,14,14.34,8616
1,372,0,15,13.24,8586
1,373,0,12,11.75,8562
1,374,0,10,15.84,8561
1,375,0,9,14.88,8553
1,376,0,13,13.08,8549
1,377,0,14,14.64,8520
1,378,0,16,15.06,8520
1,379,0,12,10.54,8519
1,380,0,12,12.8,8483
1,381,0,13,9.75,8437
1,382,0,16,12.46,8413
1,383,0,16,12.07,8401
1,384,0,10,16.91,8400
1,385,0,15,12.85,8388
1,386,0,9,15.42,8378
1,387,0,12,12.21,8337
1,388,0,14,12.09,8312
1,389,0,12,12.13,8295
1,390,0,18,12.03,8291
1,391,0,11,13.46,8286
1,392,0,15,13.35,8278
1,393,0,17,12.26,8269
1,394,0,8,13.83,8257
1,395,0,14,11.6,8231
1,396,0,13,15.02,8211
1,397,0,13,14.75,8208
1,398,0,13,11.1,8203
1,399,0,10,14.47,8185
1,400,0,17,11.35,8177
1,401,0,18,12.72,8169
1,402,0,13,11.36,8157
1,403,0,11,12.49,8156
1,404,0,10,15.91,8140
1,405,0,17,13.9,8139
1,406,0,6,18.37,8137
1,407,0,13,12.33,8131
1,408,0,8,14.64,8128
1,409,0,15,12.03,8126
1,410,0,10,15.21,8113
1,411,0,7,17.21,8090
1,412,0,7,17.13,8077
1,413,0,10,13.37,8049
1,414,0,14,12.69,8046
1,415,0,12,12.3,8044
1,416,0,13,11.5,8032
1,417,0,19,12.95,8027
1,418,0,10,16.18,8023
1,419,0,17,12.85,8013
1,420,0,16,17.14,7976
1,421,0,17,10.45,7956
1,422,0,14,11.59,7941
1,423,0,12,14.08,7933
1,424,0,6,16.7,7902
1,425,0,14,15.12,7897
1,426,0,19,13.49,7895
1,427,0,10,14.19,7873
1,428,0,16,10.67,7868
1,429,0,14,13,7859
1,430,0,12,17.32,7845
1,431,0,13,9.85,7826
1,432,0,13,13.38,7818
1,433,0,12,16.19,7811
1,434,0,10,16.67,7808
1,435,0,11,12.7,7788
1,436,0,11,11.75,7781
1,437,0,14,12.76,7777
1,438,0,12,11.27,7775
1,439,0,18,10.42,7763
1,440,0,12,13.03,7729
1,441,0,12,14.93,7716
1,442,0,13,13.9,7706
1,443,0,15,13.38,7686
1,444,0,11,14.17,7664
1,445,0,8,13.34,7664
1,446,0,10,15.59,7639
1,447,0,11,11.81,7628
1,448,0,18,10.78,7602
1,449,0,9,15.37,7600
1,450,0,24,12.7,7579
1,451,0,8,12.8,7574
1,452,0,7,20.24,7572
1,453,0,8,16.62,7545
1,454,0,11,12.44,7513
1,455,0,5,26.3,7497
1,456,0,14,12.92,7492
1,457,0,13,12.45,7490
1,458,1,17,18.47,7488
1,459,0,8,13.86,7458
1,460,0,15,12.77,7451
1,461,0,18,11.46,7430
1,462,0,10,12.41,7430
1,463,0,18,10.1,7414
1,464,0,11,13.83,7410
1,465,1,15,25.92,7380
1,466,0,10,12.26,7364
1,467,0,10,15.68,7350
1,468,0,14,14.58,7322
1,469,0,9,17.23,7316
1,470,0,21,9.43,7316
1,471,0,16,13.04,7309
1,472,0,15,14.11,7303
1,473,0,14,12.39,7292
1,474,0,14,12.46,7265
1,475,0,17,12.24,7256
1,476,0,9,16.68,7256
1,477,0,12,11.85,7251
1,478,0,17,11.27,7249
1,479,0,16,14.24,7242
1,480,0,11,11.19,7209
1,481,0,14,13.72,7203
1,482,0,8,16.48,7191
1,483,0,19,10.66,7154
1,484,0,13,13.59,7152
1,485,0,8,15.86,7149
1,486,1,12,21.02,7115
1,487,0,17,10.92,7109
1,488,0,14,12.04,7098
1,489,0,11,12.86,7063
1,490,0,9,15.62,7039
1,491,0,12,12.4,6985
1,492,0,19,15.98,6955
1,493,0,15,13.71,6923
1,494,0,10,12.79,6898
1,495,1,16,18.04,6895
1,496,0,8,14.16,6890
1,497,0,11,10.1,6884
1,498,0,8,12.22,6873
1,499,0,13,13.53,6866
1,500,0,10,13.16,6839
1,501,0,16,10.97,6837
1,502,0,11,15.3,6832
1,503,0,18,11.36,6832
1,504,0,11,10.57,6820
1,505,0,14,11.61,6812
1,506,1,13,17.88,6811
1,507,1,19,17.25,6803
1,508,0,14,14.04,6774
1,509,0,7,21.44,6761
1,510,0,9,12.07,6750
1,511,0,14,11.97,6749
1,512,0,13,11.76,6746
1,513,0,12,15.59,6741
1,514,0,14,13.07,6724
1,515,0,10,13.81,6684
1,516,0,14,13.96,6683
1,517,0,10,10.76,6672
1,518,0,13,12.36,6663
1,519,0,14,13.21,6653
1,520,0,10,12.66,6652
1,521,0,14,9.9,6589
1,522,0,12,14.65,6575
1,523,0,13,12.28,6558
1,524,0,13,14.31,6551
1,525,0,9,13.64,6544
1,526,0,12,12.92,6529
1,527,0,16,13.28,6517
1,528,0,6,21.32,6508
1,529,0,14,11.48,6495
1,530,0,9,13,6470
1,531,0,12,11.56,6469
1,532,0,13,10.1,6462
1,533,0,11,13.1,6452
1,534,1,15,15.47,6452
1,535,0,18,10.74,6441
1,536,0,13,11.28,6439
1,537,1,15,25.07,6415
1,538,1,15,24.46,6412
1,539,0,10,13,6357
1,540,0,9,15.5,6324
1,541,0,15,10.34,6314
1,542,0,7,11.06,6288
1,543,0,10,11.56,6282
1,544,1,12,24.26,6263
1,545,0,13,11.56,6256
1,546,0,12,14.22,6250
1,547,0,18,11.93,6249
1,548,0,15,14.19,6242
1,549,0,11,12.89,6236
1,550,0,13,12.17,6224
1,551,0,15,14.85,6223
1,552,0,11,14.24,6222
1,553,0,15,11.65,6216
1,554,0,10,11.71,6209
1,555,0,11,14.05,6209
1,556,0,6,18.15,6208
1,557,0,12,11.87,6204
1,558,0,18,14.45,6180
1,559,0,9,17.42,6151
1,560,0,6,17.48,6136
1,561,0,9,11.99,6118
1,562,0,16,8.45,6111
1,563,0,8,13.7,6103
1,564,0,11,11.91,6078
1,565,0,7,15.31,6049
1,566,0,12,12.31,6049
1,567,0,8,15.74,6036
1,568,1,12,26.62,6005
1,569,0,11,13.69,5977
1,570,0,17,11.84,5970
1,571,0,17,9.67,5965
1,572,0,10,12.29,5946
1,573,0,8,15.26,5943
1,574,0,17,13.58,5936
1,575,0,11,12.29,5931
1,576,0,10,12.58,5929
1,577,0,11,13.4,5888
1,578,0,14,11.51,5877
1,579,0,12,15.68,5874
1,580,0,8,14.45,5869
1,581,0,10,13.11,5864
1,582,0,11,13.56,5856
1,583,0,9,12.29,5853
1,584,0,11,16.9,5848
1,585,0,12,12.67,5842
1,586,1,15,19.35,5839
1,587,0,15,11.83,5832
1,588,0,10,13.7,5821
1,589,0,6,18.77,5807
1,590,0,11,13.75,5800
1,591,0,18,9.93,5797
1,592,1,11,23.15,5797
1,593,0,13,12.21,5785
1,594,0,12,12.43,5784
1,595,0,10,13.09,5780
1,596,0,10,11.52,5772
1,597,0,11,15.69,5765
1,598,0,8,15.28,5763
1,599,0,13,12.59,5762
1,600,0,15,12.03,5748
1,601,0,9,12.61,5746
1,602,0,11,9.45,5742
1,603,0,12,15.83,5739
1,604,0,5,15.5,5728
1,605,0,17,11.31,5667
1,606,0,7,21,5629
1,607,0,7,15.41,5612
1,608,0,11,13.32,5593
1,609,0,13,13.33,5582
1,610,0,12,9.5,5582
1,611,1,17,14.39,5571
1,612,0,17,12.48,5571
1,613,1,14,18.2,5560
1,614,0,11,11.65,5560
1,615,0,10,17.1,5557
1,616,0,11,13.32,5543
1,617,1,15,18.3,5523
1,618,0,12,12.58,5519
1,619,0,16,11.86,5490
1,620,0,15,9.68,5486
1,621,0,9,15.9,5483
1,622,0,7,16.87,5480
1,623,0,14,10.74,5470
1,624,0,8,14.64,5458
1,625,0,10,11.76,5453
1,626,0,7,10.2,5430
1,627,0,12,11.86,5428
1,628,0,11,13.64,5425
1,629,0,7,11.16,5424
1,630,0,10,10.86,5414
1,631,0,13,11.86,5413
1,632,0,12,17.43,5393
1,633,0,17,8.84,5391
1,634,0,7,12.11,5378
1,635,0,9,11.74,5373
1,636,0,8,13.22,5356
1,637,0,17,12.81,5346
1,638,0,10,13.1,5338
1,639,0,12,15.18,5330
1,640,0,5,15.06,5323
1,641,0,13,12.19,5321
1,642,0,10,17.79,5321
1,643,0,20,9.18,5318
1,644,0,11,12.48,5312
1,645,0,6,14.9,5305
1,646,0,14,12.2,5282
1,647,0,7,13.9,5259
1,648,0,8,12.53,5252
1,649,0,13,12.62,5245
1,650,0,15,9.48,5243
1,651,0,18,12.09,5242
1,652,0,16,11.09,5241
1,653,0,9,14.23,5202
1,654,1,11,24.32,5194
1,655,0,12,11.57,5173
1,656,0,16,13.69,5170
1,657,0,9,14.24,5122
1,658,0,5,21.54,5120
1,659,1,15,13.61,5119
1,660,0,12,12.54,5109
1,661,0,17,12.54,5101
1,662,0,8,8.09,5094
1,663,0,12,14.58,5094
1,664,0,6,14.1,5086
1,665,0,6,16.22,5084
1,666,0,13,10.93,5067
1,667,0,12,11.91,5063
1,668,0,6,16.37,5060
1,669,0,10,13.1,5059
1,670,0,10,9.13,5056
1,671,0,10,17.95,5047
1,672,1,15,14.91,5046
1,673,0,12,10.81,5039
1,674,0,11,13.68,5038
1,675,0,14,10.23,5033
1,676,0,10,12.06,5016
1,677,1,14,18.78,5013
1,678,0,9,10.5,5011
1,679,0,9,12.41,5009
1,680,0,3,15.63,4995
1,681,0,13,13.58,4987
1,682,1,8,24.48,4984
1,683,0,14,13.75,4978
1,684,0,14,9.73,4973
1,685,0,13,10.52,4967
1,686,0,8,13.16,4955
1,687,0,6,13.15,4945
1,688,0,10,12.57,4937
1,689,0,8,10.2,4926
1,690,0,5,17.34,4918
1,691,0,18,9.24,4918
1,692,0,13,6.99,4914
1,693,0,11,11.91,4898
1,694,0,12,11.08,4889
1,695,0,7,14,4882
1,696,0,13,11.59,4872
1,697,0,10,11.67,4871
1,698,0,8,11.95,4855
1,699,0,7,14.29,4851
1,700,0,7,13.33,4846
1,701,0,7,16.07,4842
1,702,0,12,12.5,4811
1,703,0,19,9.27,4806
1,704,0,9,12.13,4797
1,705,0,8,12.44,4797
1,706,0,8,14.33,4797
1,707,0,8,14.29,4792
1,708,0,13,11.35,4789
1,709,0,6,17.57,4784
1,710,0,13,13.56,4781
1,711,0,10,12.24,4752
1,712,0,10,9.12,4751
1,713,1,14,14.7,4740
1,714,0,4,17.62,4737
1,715,0,10,12.02,4735
1,716,0,12,14.22,4733
1,717,0,10,12.59,4731
1,718,0,14,11.01,4722
1,719,0,11,12.17,4719
1,720,1,11,21.74,4716
1,721,0,9,11.27,4713
1,722,0,10,13.29,4705
1,723,0,15,14.79,4699
1,724,0,12,11.12,4689
1,725,0,13,17.33,4663
1,726,0,4,25.38,4661
1,727,0,13,15.38,4659
1,728,0,11,12.1,4652
1,729,0,12,11.2,4644
1,730,0,9,13.11,4641
1,731,0,8,10.39,4639
1,732,0,14,10.23,4637
1,733,0,11,12.57,4637
1,734,0,7,15.71,4631
1,735,0,17,10.32,4631
1,736,0,8,11.8,4623
1,737,0,12,11.6,4618
1,738,0,4,14.95,4618
1,739,0,7,11.94,4617
1,740,0,11,10.68,4614
1,741,1,13,22.32,4606
1,742,0,5,12.56,4605
1,743,0,11,12.27,4597
1,744,0,14,13.79,4597
1,745,0,10,15.55,4596
1,746,0,7,12.27,4589
1,747,0,15,8.83,4578
1,748,0,8,13.9,4567
1,749,0,11,11.07,4561
1,750,0,8,15.99,4544
1,751,0,8,15.63,4536
1,752,0,14,13.16,4515
1,753,1,9,24.61,4494
1,754,0,11,12.06,4494
1,755,0,11,10.15,4485
1,756,0,10,11,4483
1,757,0,9,14.1,4478
1,758,0,12,12.28,4476
1,759,0,14,9.85,4475
1,760,0,10,9.71,4462
1,761,0,10,11.58,4451
1,762,1,13,15.63,4434
1,763,0,8,13.45,4431
1,764,0,13,10.91,4410
1,765,0,11,11.35,4407
1,766,0,8,13.26,4406
1,767,0,11,12.77,4391
1,768,0,6,15.18,4378
1,769,0,7,12.54,4376
1,770,0,9,11.82,4349
1,771,0,10,12.53,4344
1,772,0,11,12.88,4340
1,773,0,18,7.89,4326
1,774,0,11,9.43,4325
1,775,0,10,12.42,4319
1,776,0,11,11.69,4302
1,777,1,9,19.49,4300
1,778,0,8,12.71,4293
1,779,0,10,14.29,4276
1,780,0,8,11.54,4256
1,781,0,9,10.88,4247
1,782,1,13,16.15,4245
1,783,1,11,24.01,4238
1,784,0,12,12.03,4227
1,785,0,13,8.95,4226
1,786,0,6,14.08,4219
1,787,0,7,9.83,4204
1,788,0,10,13.27,4199
1,789,0,11,10.56,4195
1,790,0,10,9.95,4189
1,791,0,14,9.15,4188
1,792,0,12,11.85,4182
1,793,0,15,9.99,4166
1,794,0,5,19,4160
1,795,1,15,17.56,4147
1,796,0,9,12.7,4137
1,797,0,10,10.93,4132
1,798,0,7,11.47,4128
1,799,0,11,8.74,4125
1,800,0,11,10.39,4119
1,801,0,8,12.07,4115
1,802,0,10,11.03,4111
1,803,0,13,11.54,4093
1,804,0,6,12.85,4086
1,805,0,9,11,4081
1,806,0,11,10.18,4072
1,807,0,5,14.26,4070
1,808,0,6,13.97,4064
1,809,0,7,13.36,4041
1,810,0,11,12.32,4040
1,811,0,8,14.54,4036
1,812,0,16,8.91,4023
1,813,0,6,13.75,4019
1,814,0,10,8.68,4017
1,815,0,10,11.61,4004
1,816,1,12,15.47,4004
1,817,0,9,10.5,3978
1,818,0,9,12.29,3974
1,819,1,9,16.63,3971
1,820,0,14,9.46,3961
1,821,1,9,18.96,3955
1,822,0,10,12.19,3951
1,823,0,9,10.07,3946
1,824,0,15,9.82,3940
1,825,0,9,10.54,3923
1,826,0,11,14.11,3919
1,827,0,8,13.51,3914
1,828,0,6,12.08,3898
1,829,0,10,10.96,3898
1,830,0,11,13.97,3889
1,831,0,10,13.24,3888
1,832,0,9,12.06,3886
1,833,0,17,11.58,3880
1,834,0,6,13.17,3877
1,835,0,9,11.53,3875
1,836,1,8,17.62,3868
1,837,0,14,9.62,3865
1,838,0,11,7.2,3864
1,839,0,17,15.55,3860
1,840,1,12,15.07,3856
1,841,0,23,9.24,3844
1,842,0,4,18,3840
1,843,0,10,13.45,3840
1,844,0,11,12.98,3839
1,845,1,10,17.3,3828
1,846,0,7,12.77,3826
1,847,0,18,9.04,3823
1,848,0,5,12.72,3813
1,849,0,9,13.39,3808
1,850,0,12,10.42,3801
1,851,0,9,12.86,3792
1,852,0,13,10.28,3774
1,853,0,12,10.68,3770
1,854,0,12,9.8,3750
1,855,0,12,11.83,3745
1,856,0,10,12.95,3744
1,857,0,8,11.56,3741
1,858,0,13,12.85,3740
1,859,0,12,8.68,3734
1,860,0,4,16.67,3733
1,861,0,9,8.96,3726
1,862,0,14,10.66,3726
1,863,0,11,10.75,3726
1,864,0,8,12.81,3724
1,865,1,6,25.9,3723
1,866,0,8,9.93,3722
1,867,0,14,10.61,3717
1,868,1,9,16.09,3707
1,869,0,7,10,3704
1,870,0,11,10.49,3704
1,871,0,11,11.41,3700
1,872,0,10,8.06,3697
1,873,0,7,13.41,3690
1,874,0,19,12.6,3681
1,875,0,9,13.8,3679
1,876,1,13,16.12,3679
1,877,1,12,16.77,3671
1,878,0,12,15.32,3670
1,879,0,6,17.92,3670
1,880,0,9,10.9,3668
1,881,0,12,14.6,3658
1,882,0,6,15.97,3653
1,883,0,4,14.22,3640
1,884,0,9,10.34,3618
1,885,0,15,8.84,3615
1,886,0,10,14.9,3615
1,887,0,12,9.95,3613
1,888,0,10,16.39,3601
1,889,0,9,13.12,3599
1,890,0,17,10.44,3589
1,891,0,7,9.07,3576
1,892,1,12,14.69,3572
1,893,0,2,24.25,3564
1,894,0,7,11.8,3561
1,895,1,11,15.46,3554
1,896,0,11,9.85,3554
1,897,0,7,10.99,3553
1,898,1,13,12.08,3551
1,899,0,8,12.5,3548
1,900,0,5,13,3537
1,901,0,11,10.1,3536
1,902,0,6,19.38,3533
1,903,0,8,14.05,3522
1,904,0,14,18.95,3522
1,905,0,14,9.99,3521
1,906,0,11,9.81,3520
1,907,0,8,8,3520
1,908,0,11,12.79,3512
1,909,1,13,13.82,3500
1,910,1,12,16.66,3498
1,911,0,15,7.99,3497
1,912,0,5,13.28,3483
1,913,1,15,17.91,3482
1,914,0,10,11.98,3481
1,915,0,9,13.53,3479
1,916,0,13,11.15,3473
1,917,0,9,13.31,3472
1,918,0,9,11.88,3470
1,919,0,9,12.08,3469
1,920,0,8,15.25,3464
1,921,0,11,10.2,3455
1,922,0,7,10.14,3449
1,923,0,15,9.1,3449
1,924,1,11,14.27,3447
1,925,0,11,14.57,3440
1,926,1,12,11.81,3437
1,927,0,9,12.73,3425
1,928,1,11,14.76,3424
1,929,0,8,11.9,3415
1,930,0,9,12.77,3407
